#x [mm];y [mm];z [mm];HxRe [A/m];HxIm [A/m];HyRe [A/m];HyIm [A/m];HzRe [A/m];HzIm [A/m]
0.96;-0.58;0;17.260916;16.149832;-5.1629033;-4.6343231;17.042561;15.940856
0.97;-0.58;0;17.451206;16.327038;-5.1761427;-4.6474233;16.49922;15.430801
0.98;-0.58;0;17.641499;16.504244;-5.1893816;-4.6605229;15.955883;14.920752
0.99;-0.58;0;17.831787;16.68145;-5.202621;-4.6736231;15.412545;14.410701
1;-0.58;0;18.022079;16.858658;-5.2158604;-4.6867228;14.869208;13.900651
1.01;-0.58;0;18.21237;17.035864;-5.2290998;-4.6998229;14.32587;13.3906
1.02;-0.58;0;18.40266;17.21307;-5.2423387;-4.712923;13.782533;12.880549
1.03;-0.58;0;18.592951;17.390276;-5.255578;-4.7260227;13.239195;12.3705
1.04;-0.58;0;18.783241;17.567484;-5.2688174;-4.7391229;12.695858;11.86045
1.05;-0.58;0;18.973532;17.74469;-5.2820563;-4.7522225;12.15252;11.3504
1.06;-0.58;0;19.163822;17.921896;-5.2952957;-4.7653227;11.609183;10.840349
1.07;-0.58;0;19.354115;18.099106;-5.3085351;-4.7784228;11.06584;10.330293
1.08;-0.58;0;19.544407;18.276312;-5.3217745;-4.7915225;10.522502;9.8202429
1.09;-0.58;0;19.734697;18.453518;-5.3350134;-4.8046227;9.9791641;9.3101921
1.1;-0.58;0;19.924988;18.630724;-5.3482528;-4.8177223;9.4358263;8.8001423
-1.1;-0.57;0;-9.5929079;-8.9015303;-6.9426231;-6.2939949;18.216293;16.992138
-1.09;-0.57;0;-9.5016956;-8.8163872;-7.0282264;-6.3738766;18.282742;17.054222
-1.08;-0.57;0;-9.4104843;-8.7312431;-7.1138306;-6.4537582;18.34919;17.11631
-1.07;-0.57;0;-9.319273;-8.6461;-7.1994343;-6.5336404;18.415638;17.178396
-1.06;-0.57;0;-9.2280598;-8.560956;-7.2850385;-6.6135225;18.482086;17.240482
-1.05;-0.57;0;-9.1368475;-8.4758129;-7.3706427;-6.6934047;18.548534;17.302568
-1.04;-0.57;0;-9.0456352;-8.3906689;-7.4562459;-6.7732859;18.614985;17.364655
-1.03;-0.57;0;-8.9544239;-8.3055258;-7.5418496;-6.853168;18.681433;17.426741
-1.02;-0.57;0;-8.8632116;-8.2203827;-7.6274533;-6.9330497;18.747881;17.488827
-1.01;-0.57;0;-8.7719994;-8.1352396;-7.713057;-7.0129318;18.814329;17.550913
-1;-0.57;0;-8.680788;-8.0500965;-7.7986608;-7.0928135;18.880777;17.612999
-0.99;-0.57;0;-8.5895758;-7.9649529;-7.8842645;-7.1726952;18.947226;17.675085
-0.98;-0.57;0;-8.4983635;-7.8798094;-7.9698682;-7.2525768;19.013674;17.737171
-0.97;-0.57;0;-8.4071522;-7.7946663;-8.0554714;-7.3324585;19.080122;17.799257
-0.96;-0.57;0;-8.3159399;-7.7095222;-8.1410761;-7.4123411;19.146572;17.861343
-0.95;-0.57;0;-8.2247276;-7.6243792;-8.2266798;-7.4922237;19.21302;17.923431
-0.94;-0.57;0;-8.1335154;-7.5392361;-8.3122835;-7.5721054;19.279469;17.985516
-0.93;-0.57;0;-8.042304;-7.4540925;-8.3978872;-7.6519871;19.345917;18.047604
-0.92;-0.57;0;-7.9510918;-7.3689489;-8.4834909;-7.7318687;19.412365;18.10969
-0.91;-0.57;0;-7.85988;-7.2838058;-8.5690937;-7.8117504;19.478813;18.171776
-0.9;-0.57;0;-7.7686677;-7.1986623;-8.6546984;-7.8916321;19.545261;18.233862
-0.89;-0.57;0;-7.6774559;-7.1135187;-8.7403021;-7.9715137;19.61171;18.295948
-0.88;-0.57;0;-7.5862436;-7.0283756;-8.8259058;-8.0513954;19.678158;18.358034
-0.87;-0.57;0;-7.4950318;-6.9432321;-8.9115095;-8.131278;19.744606;18.42012
-0.86;-0.57;0;-7.40382;-6.858089;-8.9971132;-8.2111597;19.811054;18.482206
-0.85;-0.57;0;-7.3126078;-6.7729454;-9.0827169;-8.2910414;19.877502;18.544292
-0.84;-0.57;0;-7.2213955;-6.6878018;-9.1683216;-8.370924;19.943951;18.606379
-0.83;-0.57;0;-7.1301837;-6.6026583;-9.2539253;-8.4508057;20.010399;18.668465
-0.82;-0.57;0;-7.0389719;-6.5175152;-9.339529;-8.5306873;20.076847;18.730551
-0.81;-0.57;0;-6.9477596;-6.4323721;-9.4251328;-8.610569;20.143295;18.792637
-0.8;-0.57;0;-6.8565478;-6.3472285;-9.5107365;-8.6904507;20.209743;18.854725
-0.79;-0.57;0;-6.765336;-6.262085;-9.5963402;-8.7703323;20.276192;18.916809
-0.78;-0.57;0;-6.6741233;-6.1769414;-9.6819439;-8.850215;20.342642;18.978897
-0.77;-0.57;0;-6.5829115;-6.0917978;-9.7675476;-8.9300976;20.40909;19.040983
-0.76;-0.57;0;-6.4916997;-6.0066547;-9.8531513;-9.0099783;20.475538;19.103069
-0.75;-0.57;0;-6.4004879;-5.9215117;-9.938755;-9.0898609;20.541986;19.165155
-0.74;-0.57;0;-6.3092756;-5.8363681;-10.024359;-9.1697426;20.608435;19.227242
-0.73;-0.57;0;-6.2180638;-5.751225;-10.109962;-9.2496243;20.674883;19.289328
-0.72;-0.57;0;-6.126852;-5.6660814;-10.195566;-9.3295059;20.741331;19.351414
-0.71;-0.57;0;-6.0356393;-5.5809379;-10.28117;-9.4093876;20.807779;19.4135
-0.7;-0.57;0;-5.9444275;-5.4957948;-10.366774;-9.4892693;20.874228;19.475586
-0.69;-0.57;0;-5.8532157;-5.4106512;-10.452377;-9.5691509;20.940676;19.537672
-0.68;-0.57;0;-5.7620039;-5.3255081;-10.537981;-9.6490326;21.007124;19.599758
-0.67;-0.57;0;-5.6707916;-5.2403646;-10.623585;-9.7289152;21.073574;19.661844
-0.66;-0.57;0;-5.5795798;-5.155221;-10.709188;-9.8087969;21.14002;19.72393
-0.65;-0.57;0;-5.4883676;-5.0700774;-10.794793;-9.8886795;21.20647;19.786016
-0.64;-0.57;0;-5.3971558;-4.9849339;-10.880397;-9.9685612;21.272919;19.848103
-0.63;-0.57;0;-5.3059435;-4.8997908;-10.966;-10.048442;21.339367;19.910189
-0.62;-0.57;0;-5.2147317;-4.8146477;-11.051604;-10.128325;21.405815;19.972275
-0.61;-0.57;0;-5.1235199;-4.7295041;-11.137208;-10.208206;21.472263;20.034363
-0.6;-0.57;0;-5.0323076;-4.644361;-11.222811;-10.288088;21.538712;20.096447
-0.59;-0.57;0;-4.9410954;-4.559217;-11.308415;-10.36797;21.60516;20.158535
-0.58;-0.57;0;-4.8498831;-4.4740739;-11.394019;-10.447852;21.671608;20.220621
-0.57;-0.57;0;-4.7586718;-4.3889303;-11.479624;-10.527734;21.738056;20.282707
-0.56;-0.57;0;-4.6674595;-4.3037872;-11.565227;-10.607615;21.804504;20.344793
-0.55;-0.57;0;-4.5762477;-4.2186441;-11.65083;-10.687497;21.870953;20.406879
-0.54;-0.57;0;-4.4850359;-4.1335006;-11.736435;-10.76738;21.937401;20.468966
-0.53;-0.57;0;-4.3938227;-4.0483561;-11.822038;-10.847261;22.003853;20.531054
-0.52;-0.57;0;-4.2158852;-3.8822534;-11.816078;-10.84153;22.414082;20.916695
-0.51;-0.57;0;-4.0379477;-3.71615;-11.810118;-10.835798;22.82431;21.302336
-0.5;-0.57;0;-3.8600094;-3.5500467;-11.804157;-10.830066;23.234541;21.687977
-0.49;-0.57;0;-3.6820719;-3.3839438;-11.798198;-10.824334;23.64477;22.073616
-0.48;-0.57;0;-3.5041339;-3.21784;-11.792237;-10.818603;24.055;22.459259
-0.47;-0.57;0;-3.3261964;-3.0517366;-11.786277;-10.812871;24.465231;22.844898
-0.46;-0.57;0;-3.1482589;-2.8856337;-11.780317;-10.807139;24.875462;23.230539
-0.45;-0.57;0;-2.9703205;-2.7195299;-11.774357;-10.801407;25.28569;23.61618
-0.44;-0.57;0;-2.792383;-2.553427;-11.768396;-10.795675;25.695921;24.001822
-0.43;-0.57;0;-2.614445;-2.3873236;-11.762437;-10.789944;26.106152;24.387463
-0.42;-0.57;0;-2.4365075;-2.2212203;-11.756476;-10.784212;26.516382;24.773106
-0.41;-0.57;0;-2.2585695;-2.0551169;-11.750516;-10.778481;26.926613;25.158747
-0.4;-0.57;0;-2.080632;-1.889014;-11.744556;-10.772748;27.336842;25.544388
-0.39;-0.57;0;-1.9026935;-1.7229104;-11.738596;-10.767016;27.747072;25.930029
-0.38;-0.57;0;-1.724756;-1.5568073;-11.732635;-10.761285;28.157301;26.31567
-0.37;-0.57;0;-1.5468185;-1.3907039;-11.726675;-10.755553;28.567532;26.701309
-0.36;-0.57;0;-1.3688807;-1.2246008;-11.720716;-10.749822;28.97776;27.086952
-0.35;-0.57;0;-1.1909425;-1.058497;-11.714755;-10.744089;29.387991;27.472591
-0.34;-0.57;0;-1.0130053;-0.89239407;-11.708796;-10.738358;29.79822;27.858232
-0.33;-0.57;0;-0.83506751;-0.72629094;-11.702835;-10.732626;30.20845;28.243874
-0.32;-0.57;0;-0.65712929;-0.5601871;-11.696875;-10.726894;30.618681;28.629515
-0.31;-0.57;0;-0.47919154;-0.39408398;-11.690914;-10.721163;31.028912;29.015156
-0.3;-0.57;0;-0.30125403;-0.22798085;-11.684955;-10.715431;31.43914;29.400797
-0.29;-0.57;0;-0.12331557;-0.061877251;-11.678994;-10.709699;31.849371;29.786438
-0.28;-0.57;0;0.054621935;0.10422587;-11.673034;-10.703967;32.259598;30.172079
-0.27;-0.57;0;0.23255968;0.27032924;-11.667074;-10.698236;32.66983;30.55772
-0.26;-0.57;0;0.41049802;0.43643284;-11.661114;-10.692504;33.080063;30.943361
-0.25;-0.57;0;0.58843565;0.60253608;-11.655153;-10.686771;33.490292;31.329002
-0.24;-0.57;0;0.76637328;0.76863945;-11.649194;-10.68104;33.90052;31.714643
-0.23;-0.57;0;0.94431102;0.93474245;-11.643233;-10.675308;34.310749;32.100281
-0.22;-0.57;0;1.122249;1.1008461;-11.637273;-10.669577;34.720978;32.485924
-0.21;-0.57;0;1.3001868;1.2669493;-11.631313;-10.663845;35.13121;32.871567
-0.2;-0.57;0;1.4781244;1.4330525;-11.625353;-10.658113;35.541439;33.257206
-0.19;-0.57;0;1.6560625;1.5991559;-11.619392;-10.652381;35.951672;33.642849
-0.18;-0.57;0;1.8340001;1.7652591;-11.613432;-10.646649;36.3619;34.028488
-0.17;-0.57;0;2.0119379;1.9313624;-11.607472;-10.640918;36.772133;34.414131
-0.16;-0.57;0;2.1898758;2.097466;-11.601512;-10.635186;37.182362;34.79977
-0.15;-0.57;0;2.3678136;2.2635691;-11.595552;-10.629455;37.59259;35.185413
-0.14;-0.57;0;2.5457516;2.4296725;-11.589592;-10.623722;38.002819;35.571053
-0.13;-0.57;0;2.7236893;2.5957758;-11.583632;-10.61799;38.413048;35.956692
-0.12;-0.57;0;2.9016273;2.7618794;-11.577671;-10.612259;38.82328;36.342335
-0.11;-0.57;0;3.079565;2.9279823;-11.571712;-10.606527;39.233509;36.727978
-0.1;-0.57;0;3.2575026;3.0940857;-11.565751;-10.600796;39.643738;37.113617
-0.09;-0.57;0;3.4354405;3.2601891;-11.559791;-10.595063;40.05397;37.499256
-0.08;-0.57;0;3.6133785;3.4262924;-11.553831;-10.589332;40.464203;37.884899
-0.07;-0.57;0;3.7913163;3.5923955;-11.547871;-10.5836;40.874432;38.270542
-0.06;-0.57;0;3.969254;3.7584991;-11.54191;-10.577868;41.28466;38.656181
-0.05;-0.57;0;4.147192;3.9246025;-11.535951;-10.572137;41.694889;39.041824
-0.04;-0.57;0;4.3251295;4.0907059;-11.52999;-10.566404;42.105122;39.427464
-0.03;-0.57;0;4.5030675;4.2568088;-11.52403;-10.560673;42.515347;39.813107
-0.02;-0.57;0;4.6810055;4.4229126;-11.51807;-10.554941;42.925579;40.198746
-0.01;-0.57;0;4.858943;4.589016;-11.51211;-10.54921;43.335808;40.584389
0;-0.57;0;5.036881;4.7551188;-11.506149;-10.543478;43.74604;40.970028
0.01;-0.57;0;5.1231484;4.8356533;-11.384131;-10.429277;43.650654;40.881145
0.02;-0.57;0;5.2094159;4.9161882;-11.262113;-10.315077;43.55526;40.792263
0.03;-0.57;0;5.2956834;4.9967222;-11.140096;-10.200878;43.459873;40.703384
0.04;-0.57;0;5.3819504;5.0772572;-11.018077;-10.086678;43.364483;40.614498
0.05;-0.57;0;5.4682178;5.1577916;-10.896059;-9.9724779;43.269093;40.52562
0.06;-0.57;0;5.5544858;5.2383265;-10.774041;-9.8582764;43.173702;40.436737
0.07;-0.57;0;5.6407533;5.3188615;-10.652022;-9.7440777;43.078316;40.347855
0.08;-0.57;0;5.7270203;5.3993959;-10.530005;-9.6298771;42.982922;40.258976
0.09;-0.57;0;5.8132877;5.4799304;-10.407986;-9.5156765;42.887535;40.17009
0.1;-0.57;0;5.8995552;5.5604649;-10.285969;-9.4014769;42.792145;40.081207
0.11;-0.57;0;5.9858227;5.6409993;-10.16395;-9.2872772;42.696754;39.992325
0.12;-0.57;0;6.0720901;5.7215343;-10.041932;-9.1730766;42.601364;39.903446
0.13;-0.57;0;6.1583576;5.8020687;-9.9199142;-9.058876;42.505978;39.814564
0.14;-0.57;0;6.2446246;5.8826032;-9.7978954;-8.9446764;42.410587;39.725681
0.15;-0.57;0;6.3308926;5.9631376;-9.6758785;-8.8304768;42.315197;39.636799
0.16;-0.57;0;6.4171596;6.0436721;-9.5538597;-8.7162762;42.21981;39.547916
0.17;-0.57;0;6.5034275;6.1242075;-9.4318419;-8.6020765;42.124416;39.459038
0.18;-0.57;0;6.589695;6.2047415;-9.309824;-8.4878759;42.02903;39.370155
0.19;-0.57;0;6.6759615;6.2852764;-9.1878052;-8.3736763;41.93364;39.281273
0.2;-0.57;0;6.762229;6.3658109;-9.0657873;-8.2594757;41.838249;39.19239
0.21;-0.57;0;6.8484969;6.4463453;-8.9437695;-8.1452761;41.742859;39.103508
0.22;-0.57;0;6.9347649;6.5268803;-8.8217516;-8.0310755;41.647472;39.014626
0.23;-0.57;0;7.0210323;6.6074152;-8.6997337;-7.9168758;41.552078;38.925743
0.24;-0.57;0;7.1072989;6.6879492;-8.5777149;-7.8026757;41.456692;38.836861
0.25;-0.57;0;7.1935663;6.7684841;-8.4556971;-7.6884756;41.361305;38.747982
0.26;-0.57;0;7.2798338;6.8490186;-8.3336792;-7.574276;41.265911;38.6591
0.27;-0.57;0;7.3661013;6.929553;-8.2116604;-7.4600754;41.170525;38.570217
0.28;-0.57;0;7.4523687;7.010088;-8.0896425;-7.3458753;41.075134;38.481335
0.29;-0.57;0;7.5386362;7.0906219;-7.9676247;-7.2316756;40.979744;38.392452
0.3;-0.57;0;7.6249037;7.1711569;-7.8456063;-7.1174755;40.884354;38.303574
0.31;-0.57;0;7.7111712;7.2516918;-7.7235885;-7.0032749;40.788967;38.214687
0.32;-0.57;0;7.7974386;7.3322258;-7.6015701;-6.8890753;40.693573;38.125809
0.33;-0.57;0;7.8837061;7.4127607;-7.4795523;-6.7748747;40.598186;38.036922
0.34;-0.57;0;7.9699736;7.4932952;-7.3575335;-6.660675;40.502796;37.948044
0.35;-0.57;0;8.0562401;7.5738297;-7.2355156;-6.5464754;40.407406;37.859161
0.36;-0.57;0;8.1425085;7.6543646;-7.1134973;-6.4322748;40.312019;37.770279
0.37;-0.57;0;8.228775;7.734899;-6.9914794;-6.3180747;40.216629;37.6814
0.38;-0.57;0;8.3150425;7.8154335;-6.8694611;-6.2038751;40.121239;37.592514
0.39;-0.57;0;8.40131;7.8959675;-6.7474432;-6.0896749;40.025848;37.503635
0.4;-0.57;0;8.4875774;7.9765034;-6.6254253;-5.9754748;39.930462;37.414749
0.41;-0.57;0;8.5738459;8.0570374;-6.5034075;-5.8612747;39.835068;37.325871
0.42;-0.57;0;8.6601124;8.1375723;-6.3813891;-5.7470751;39.739681;37.236992
0.43;-0.57;0;8.7463799;8.2181063;-6.2593708;-5.6328745;39.644291;37.148106
0.44;-0.57;0;8.8326473;8.2986412;-6.1373529;-5.5186744;39.548901;37.059227
0.45;-0.57;0;8.9189148;8.3791752;-6.0153346;-5.4044743;39.45351;36.970341
0.46;-0.57;0;9.0051823;8.4597111;-5.8933163;-5.2902741;39.358124;36.881462
0.47;-0.57;0;9.0914497;8.5402451;-5.7712984;-5.1760745;39.262733;36.792576
0.48;-0.57;0;9.1777172;8.62078;-5.6492801;-5.0618744;39.167343;36.703697
0.49;-0.57;0;9.2639847;8.701314;-5.5272617;-4.9476738;39.071957;36.614815
0.5;-0.57;0;9.3502522;8.7818489;-5.4052439;-4.8334742;38.976562;36.525932
0.51;-0.57;0;9.4365196;8.8623829;-5.283226;-4.719274;38.881176;36.437054
0.52;-0.57;0;9.5227861;8.9429178;-5.1612082;-4.6050739;38.785786;36.348167
0.53;-0.57;0;9.6090546;9.0234528;-5.0391898;-4.4908743;38.690395;36.259289
0.54;-0.57;0;9.695322;9.1039877;-4.9171715;-4.3766737;38.595005;36.170406
0.55;-0.57;0;9.7815895;9.1845226;-4.7951531;-4.2624736;38.499619;36.081524
0.56;-0.57;0;9.867857;9.2650566;-4.6731353;-4.1482739;38.404224;35.992641
0.57;-0.57;0;9.9541245;9.3455915;-4.5511174;-4.0340738;38.308838;35.903759
0.58;-0.57;0;10.144415;9.5227976;-4.5643563;-4.047174;37.765499;35.393707
0.59;-0.57;0;10.334705;9.7000046;-4.5775957;-4.0602741;37.222164;34.883659
0.6;-0.57;0;10.524997;9.8772116;-4.5908351;-4.0733738;36.678822;34.373608
0.61;-0.57;0;10.715288;10.054419;-4.6040745;-4.0864739;36.135483;33.863556
0.62;-0.57;0;10.905579;10.231625;-4.6173134;-4.0995736;35.592148;33.353508
0.63;-0.57;0;11.095869;10.408831;-4.6305528;-4.1126738;35.048809;32.843456
0.64;-0.57;0;11.28616;10.586037;-4.6437922;-4.1257734;34.505474;32.333405
0.65;-0.57;0;11.47645;10.763244;-4.6570311;-4.1388736;33.962135;31.823353
0.66;-0.57;0;11.666742;10.940451;-4.6702704;-4.1519737;33.418793;31.313301
0.67;-0.57;0;11.857033;11.117658;-4.6835098;-4.1650734;32.875458;30.803253
0.68;-0.57;0;12.047323;11.294865;-4.6967492;-4.1781735;32.332119;30.293201
0.69;-0.57;0;12.237614;11.472071;-4.7099881;-4.1912732;31.78878;29.78315
0.7;-0.57;0;12.427904;11.649277;-4.7232275;-4.2043734;31.245443;29.273098
0.71;-0.57;0;12.618195;11.826483;-4.7364669;-4.217473;30.702105;28.76305
0.72;-0.57;0;12.808487;12.003691;-4.7497063;-4.2305732;30.158766;28.252998
0.73;-0.57;0;12.998777;12.180897;-4.7629452;-4.2436733;29.615429;27.742947
0.74;-0.57;0;13.189068;12.358104;-4.7761846;-4.256773;29.072092;27.232899
0.75;-0.57;0;13.379358;12.535311;-4.7894239;-4.2698731;28.528753;26.722847
0.76;-0.57;0;13.569649;12.712517;-4.8026628;-4.2829728;27.985416;26.212799
0.77;-0.57;0;13.759939;12.889723;-4.8159022;-4.296073;27.44208;25.702747
0.78;-0.57;0;13.95023;13.066929;-4.8291416;-4.3091726;26.898743;25.192696
0.79;-0.57;0;14.140522;13.244137;-4.842381;-4.3222728;26.3554;24.68264
0.8;-0.57;0;14.330812;13.421343;-4.8556199;-4.3353729;25.812063;24.172592
0.81;-0.57;0;14.521103;13.59855;-4.8688593;-4.3484726;25.268726;23.66254
0.82;-0.57;0;14.711393;13.775756;-4.8820987;-4.3615727;24.725389;23.152493
0.83;-0.57;0;14.901684;13.952963;-4.8953376;-4.3746724;24.182053;22.642441
0.84;-0.57;0;15.091974;14.130169;-4.908577;-4.3877726;23.638712;22.132389
0.85;-0.57;0;15.282267;14.307377;-4.9218163;-4.4008727;23.095373;21.622337
0.86;-0.57;0;15.472557;14.484583;-4.9350557;-4.4139724;22.552036;21.112286
0.87;-0.57;0;15.662848;14.661789;-4.9482946;-4.4270725;22.008698;20.602238
0.88;-0.57;0;15.853138;14.838995;-4.961534;-4.4401722;21.465361;20.092186
0.89;-0.57;0;16.043428;15.016203;-4.9747734;-4.4532723;20.922022;19.582134
0.9;-0.57;0;16.233719;15.193409;-4.9880123;-4.466372;20.378685;19.072086
0.91;-0.57;0;16.424011;15.370617;-5.0012517;-4.4794722;19.835346;18.562035
0.92;-0.57;0;16.614302;15.547823;-5.0144911;-4.4925723;19.292007;18.051983
0.93;-0.57;0;16.804592;15.725029;-5.0277305;-4.505672;18.748671;17.541931
0.94;-0.57;0;16.994883;15.902235;-5.0409694;-4.5187721;18.205334;17.031883
0.95;-0.57;0;17.185173;16.079443;-5.0542088;-4.5318718;17.661995;16.521832
0.96;-0.57;0;17.375463;16.256649;-5.0674481;-4.5449719;17.118658;16.01178
0.97;-0.57;0;17.565754;16.433855;-5.0806875;-4.5580721;16.575317;15.501727
0.98;-0.57;0;17.756046;16.611061;-5.0939264;-4.5711718;16.031979;14.991677
0.99;-0.57;0;17.946337;16.788269;-5.1071658;-4.5842719;15.488642;14.481627
1;-0.57;0;18.136627;16.965475;-5.1204052;-4.5973716;14.945304;13.971576
1.01;-0.57;0;18.326918;17.142681;-5.1336441;-4.6104717;14.401966;13.461526
1.02;-0.57;0;18.517208;17.319887;-5.1468835;-4.6235714;13.858629;12.951476
1.03;-0.57;0;18.707499;17.497093;-5.1601229;-4.6366715;13.315291;12.441425
1.04;-0.57;0;18.897789;17.674301;-5.1733618;-4.6497717;12.771954;11.931376
1.05;-0.57;0;19.088079;17.851507;-5.1866012;-4.6628714;12.228617;11.421325
1.06;-0.57;0;19.27837;18.028713;-5.1998405;-4.6759715;11.68528;10.911275
1.07;-0.57;0;19.468664;18.205923;-5.2130799;-4.6890717;11.141935;10.401218
1.08;-0.57;0;19.658955;18.383129;-5.2263193;-4.7021713;10.598598;9.8911686
1.09;-0.57;0;19.849245;18.560335;-5.2395582;-4.7152715;10.055261;9.3811178
1.1;-0.57;0;20.039536;18.737541;-5.2527976;-4.7283711;9.5119238;8.871067
-1.1;-0.56;0;-9.6691093;-8.9723444;-6.8034739;-6.1629572;18.396557;17.160677
-1.09;-0.56;0;-9.5778971;-8.8872013;-6.8890777;-6.2428393;18.463005;17.222763
-1.08;-0.56;0;-9.4866858;-8.8020573;-6.9746819;-6.322721;18.529453;17.284849
-1.07;-0.56;0;-9.3954735;-8.7169151;-7.0602851;-6.4026027;18.595901;17.346935
-1.06;-0.56;0;-9.3042603;-8.6317701;-7.1458902;-6.4824853;18.662352;17.409021
-1.05;-0.56;0;-9.2130489;-8.546627;-7.2314935;-6.562367;18.7288;17.471107
-1.04;-0.56;0;-9.1218367;-8.461484;-7.3170972;-6.6422486;18.795248;17.533194
-1.03;-0.56;0;-9.0306244;-8.3763399;-7.4027009;-6.7221308;18.861696;17.59528
-1.02;-0.56;0;-8.9394131;-8.2911968;-7.4883041;-6.8020124;18.928144;17.657366
-1.01;-0.56;0;-8.8482008;-8.2060537;-7.5739079;-6.8818941;18.994593;17.719452
-1;-0.56;0;-8.7569885;-8.1209106;-7.6595116;-6.9617758;19.061041;17.78154
-0.99;-0.56;0;-8.6657772;-8.0357666;-7.7451153;-7.0416579;19.127489;17.843624
-0.98;-0.56;0;-8.5745649;-7.9506235;-7.830719;-7.1215391;19.193937;17.905712
-0.97;-0.56;0;-8.4833527;-7.8654804;-7.9163227;-7.2014213;19.260386;17.967796
-0.96;-0.56;0;-8.3921413;-7.7803364;-8.0019283;-7.2813044;19.326836;18.029884
-0.95;-0.56;0;-8.3009291;-7.6951933;-8.0875311;-7.361186;19.393284;18.09197
-0.94;-0.56;0;-8.2097168;-7.6100502;-8.1731348;-7.4410677;19.459732;18.154057
-0.93;-0.56;0;-8.1185055;-7.5249071;-8.2587395;-7.5209494;19.52618;18.216143
-0.92;-0.56;0;-8.0272932;-7.4397635;-8.3443422;-7.600831;19.592628;18.278229
-0.91;-0.56;0;-7.9360809;-7.35462;-8.4299459;-7.6807127;19.659077;18.340315
-0.9;-0.56;0;-7.8448687;-7.2694764;-8.5155506;-7.7605953;19.725525;18.402401
-0.89;-0.56;0;-7.7536569;-7.1843333;-8.6011543;-7.840477;19.791973;18.464487
-0.88;-0.56;0;-7.6624451;-7.0991898;-8.6867571;-7.9203587;19.858421;18.526573
-0.87;-0.56;0;-7.5712328;-7.0140467;-8.7723618;-8.0002403;19.92487;18.588659
-0.86;-0.56;0;-7.480021;-6.9289031;-8.8579655;-8.080122;19.991318;18.650745
-0.85;-0.56;0;-7.3888092;-6.84376;-8.9435682;-8.1600037;20.057766;18.712831
-0.84;-0.56;0;-7.2975965;-6.758616;-9.0291729;-8.2398863;20.124214;18.774918
-0.83;-0.56;0;-7.2063847;-6.6734724;-9.1147766;-8.319768;20.190662;18.837006
-0.82;-0.56;0;-7.1151729;-6.5883293;-9.2003803;-8.3996496;20.257111;18.89909
-0.81;-0.56;0;-7.0239611;-6.5031862;-9.285984;-8.4795322;20.323561;18.961178
-0.8;-0.56;0;-6.9327488;-6.4180427;-9.3715878;-8.559413;20.390007;19.023264
-0.79;-0.56;0;-6.841537;-6.3328996;-9.4571915;-8.6392956;20.456455;19.08535
-0.78;-0.56;0;-6.7503242;-6.2477555;-9.5427952;-8.7191772;20.522905;19.147436
-0.77;-0.56;0;-6.6591129;-6.1626124;-9.6283989;-8.7990599;20.589354;19.209522
-0.76;-0.56;0;-6.5679007;-6.0774689;-9.7140036;-8.8789415;20.655802;19.271608
-0.75;-0.56;0;-6.4766889;-5.9923258;-9.7996073;-8.9588232;20.72225;19.333694
-0.74;-0.56;0;-6.3854771;-5.9071827;-9.88521;-9.0387049;20.788698;19.395781
-0.73;-0.56;0;-6.2942648;-5.8220391;-9.9708147;-9.1185865;20.855146;19.457867
-0.72;-0.56;0;-6.203053;-5.7368956;-10.056417;-9.1984692;20.921595;19.519953
-0.71;-0.56;0;-6.1118407;-5.651752;-10.142022;-9.2783499;20.988043;19.582039
-0.7;-0.56;0;-6.0206289;-5.5666089;-10.227625;-9.3582325;21.054493;19.644125
-0.69;-0.56;0;-5.9294167;-5.4814653;-10.313229;-9.4381132;21.120941;19.706211
-0.68;-0.56;0;-5.8382049;-5.3963223;-10.398833;-9.5179958;21.187389;19.768297
-0.67;-0.56;0;-5.7469931;-5.3111792;-10.484436;-9.5978775;21.253838;19.830383
-0.66;-0.56;0;-5.6557808;-5.2260356;-10.57004;-9.6777592;21.320286;19.892469
-0.65;-0.56;0;-5.5645685;-5.140892;-10.655644;-9.7576418;21.386734;19.954556
-0.64;-0.56;0;-5.4733567;-5.0557485;-10.741248;-9.8375235;21.453182;20.016644
-0.63;-0.56;0;-5.3821449;-4.9706049;-10.826852;-9.9174051;21.51963;20.078728
-0.62;-0.56;0;-5.2909327;-4.8854618;-10.912456;-9.9972868;21.586079;20.140816
-0.61;-0.56;0;-5.1997209;-4.8003187;-10.998059;-10.077168;21.652527;20.202902
-0.6;-0.56;0;-5.1085091;-4.7151752;-11.083663;-10.157051;21.718975;20.264988
-0.59;-0.56;0;-5.0172963;-4.6300316;-11.169267;-10.236933;21.785423;20.327074
-0.58;-0.56;0;-4.9260845;-4.544888;-11.254871;-10.316815;21.851871;20.38916
-0.57;-0.56;0;-4.8348722;-4.4597449;-11.340475;-10.396696;21.91832;20.451246
-0.56;-0.56;0;-4.7436609;-4.3746014;-11.426078;-10.476578;21.984768;20.513332
-0.55;-0.56;0;-4.6524487;-4.2894583;-11.511683;-10.55646;22.051216;20.575418
-0.54;-0.56;0;-4.5612369;-4.2043152;-11.597286;-10.636342;22.117664;20.637505
-0.53;-0.56;0;-4.3832979;-4.0382109;-11.591326;-10.63061;22.527897;21.023148
-0.52;-0.56;0;-4.2053604;-3.8721077;-11.585366;-10.624878;22.938126;21.408789
