#x [mm];y [mm];z [mm];HxRe [A/m];HxIm [A/m];HyRe [A/m];HyIm [A/m];HzRe [A/m];HzIm [A/m]
0.12;0.42;0;7.5728941;7.1223469;9.9367113;9.4939642;44.90728;42.06216
0.13;0.42;0;7.763186;7.2995548;9.9234724;9.4808645;44.363937;41.552109
0.14;0.42;0;7.953476;7.4767609;9.9102335;9.4677649;43.820599;41.042057
0.15;0.42;0;8.1437664;7.6539669;9.8969936;9.4546642;43.277264;40.532005
0.16;0.42;0;8.3340578;7.8311739;9.8837547;9.4415646;42.733925;40.021954
0.17;0.42;0;8.5243473;8.0083799;9.8705149;9.4284649;42.190586;39.511906
0.18;0.42;0;8.7146397;8.1855869;9.857276;9.4153643;41.647247;39.001854
0.19;0.42;0;8.9049301;8.362793;9.8440371;9.4022646;41.103909;38.491802
0.2;0.42;0;9.0952206;8.5400009;9.8307972;9.3891649;40.56057;37.98175
0.21;0.42;0;9.285511;8.717207;9.8175583;9.3760653;40.017231;37.471703
0.22;0.42;0;9.4758024;8.894413;9.8043184;9.3629646;39.473892;36.961651
0.23;0.42;0;9.6660929;9.07162;9.7910795;9.349865;38.930557;36.451599
0.24;0.42;0;9.8563833;9.248827;9.7778406;9.3367653;38.387218;35.941551
0.25;0.42;0;10.046675;9.426033;9.7646008;9.3236647;37.84388;35.431499
0.26;0.42;0;10.236965;9.60324;9.7513618;9.310565;37.300541;34.921448
0.27;0.42;0;10.427257;9.780447;9.7381229;9.2974653;36.757202;34.411396
0.28;0.42;0;10.617547;9.957653;9.7248831;9.2843647;36.213867;33.901344
0.29;0.42;0;10.807837;10.13486;9.7116442;9.271265;35.670528;33.391296
0.3;0.42;0;10.998129;10.312066;9.6984043;9.2581654;35.12719;32.881245
0.31;0.42;0;11.188419;10.489273;9.6851654;9.2450657;34.583855;32.371197
0.32;0.42;0;11.37871;10.666479;9.6719265;9.231966;34.040516;31.861145
0.33;0.42;0;11.569;10.843686;9.6586866;9.2188663;33.497177;31.351089
0.34;0.42;0;11.759291;11.020893;9.6454477;9.2057667;32.953838;30.841043
0.35;0.42;0;11.949582;11.198099;9.6322079;9.1926661;32.4105;30.330992
0.36;0.42;0;12.139874;11.375306;9.618969;9.1795664;31.867163;29.820938
0.37;0.42;0;12.330163;11.552512;9.6057301;9.1664667;31.323824;29.310886
0.38;0.42;0;12.520454;11.729719;9.5924902;9.1533661;30.780487;28.80084
0.39;0.42;0;12.710745;11.906925;9.5792513;9.1402664;30.237148;28.290791
0.4;0.42;0;12.901036;12.084131;9.5660124;9.1271667;29.693811;27.780735
0.41;0.42;0;13.091326;12.261339;9.5527725;9.1140661;29.150475;27.270685
0.42;0.42;0;13.281617;12.438545;9.5395336;9.1009665;28.607136;26.760633
0.43;0.42;0;13.471909;12.615752;9.5262938;9.0878668;28.063797;26.250584
0.44;0.42;0;13.662199;12.792958;9.5130548;9.0747662;27.520458;25.740532
0.45;0.42;0;13.852489;12.970164;9.4998159;9.0616665;26.977121;25.230482
0.46;0.42;0;14.042781;13.147371;9.4865761;9.0485668;26.433784;24.720432
0.47;0.42;0;14.233071;13.324578;9.4733381;9.0354671;25.890444;24.210381
0.48;0.42;0;14.423363;13.501785;9.4600983;9.0223665;25.347107;23.700331
0.49;0.42;0;14.613653;13.678991;9.4468594;9.0092669;24.803768;23.190279
0.5;0.42;0;14.803944;13.856197;9.4336205;8.9961672;24.260431;22.680229
0.51;0.42;0;14.994234;14.033404;9.4203806;8.9830666;23.717094;22.170177
0.52;0.42;0;15.184525;14.210611;9.4071417;8.9699669;23.173758;21.660128
0.53;0.42;0;15.374816;14.387817;9.3939018;8.9568672;22.630421;21.150078
0.54;0.42;0;15.565107;14.565025;9.3806629;8.9437666;22.087078;20.640024
0.55;0.42;0;15.755398;14.742231;9.367424;8.9306669;21.543741;20.129974
0.56;0.42;0;15.945689;14.919437;9.3541842;8.9175673;21.000404;19.619925
0.57;0.42;0;16.135979;15.096643;9.3409452;8.9044666;20.457066;19.109875
0.58;0.42;0;16.326269;15.273851;9.3277063;8.891367;19.913729;18.599823
0.59;0.42;0;16.51656;15.451057;9.3144665;8.8782673;19.370392;18.089773
0.6;0.42;0;16.706852;15.628265;9.3012276;8.8651667;18.827051;17.57972
0.61;0.42;0;16.897144;15.805471;9.2879877;8.852067;18.283714;17.06967
0.62;0.42;0;17.087433;15.982677;9.2747488;8.8389673;17.740376;16.55962
0.63;0.42;0;17.277723;16.159885;9.2615099;8.8258677;17.197039;16.049568
0.64;0.42;0;17.468014;16.337091;9.24827;8.812767;16.653702;15.539518
0.65;0.42;0;17.658306;16.514297;9.2350311;8.7996674;16.110363;15.029469
0.66;0.42;0;17.848597;16.691505;9.2217913;8.7865677;15.567022;14.519415
0.67;0.42;0;18.038889;16.868711;9.2085524;8.7734671;15.023685;14.009365
0.68;0.42;0;18.229179;17.045918;9.1953135;8.7603674;14.480349;13.499314
0.69;0.42;0;18.31184;17.12278;9.0765915;8.6496906;14.387278;13.412704
0.7;0.42;0;18.394506;17.199646;8.9578686;8.5390129;14.294209;13.326096
0.71;0.42;0;18.477169;17.27651;8.8391457;8.4283352;14.201139;13.239486
0.72;0.42;0;18.559834;17.353374;8.7204227;8.3176565;14.10807;13.152876
0.73;0.42;0;18.642498;17.430239;8.6017008;8.2069798;14.015001;13.066269
0.74;0.42;0;18.725161;17.507103;8.4829779;8.096302;13.921932;12.979659
0.75;0.42;0;18.807825;17.583967;8.364255;7.9856238;13.828865;12.893051
0.76;0.42;0;18.890488;17.660833;8.245533;7.8749466;13.735796;12.806441
0.77;0.42;0;18.973152;17.737698;8.1268101;7.7642689;13.642727;12.719833
0.78;0.42;0;19.055815;17.814562;8.0080881;7.6535912;13.549658;12.633224
0.79;0.42;0;19.138479;17.891426;7.8893647;7.5429125;13.456588;12.546615
0.8;0.42;0;19.221142;17.968292;7.7706423;7.4322352;13.36352;12.460007
0.81;0.42;0;19.303806;18.045156;7.6519198;7.321558;13.270451;12.373397
0.82;0.42;0;19.386469;18.122021;7.5331979;7.2108808;13.177383;12.286789
0.83;0.42;0;19.469133;18.198887;7.414475;7.1002026;13.084313;12.20018
0.84;0.42;0;19.551796;18.275751;7.2957525;6.9895253;12.991244;12.113571
0.85;0.42;0;19.63446;18.352615;7.1770296;6.8788471;12.898175;12.026962
0.86;0.42;0;19.717125;18.42948;7.0583067;6.7681689;12.805106;11.940352
0.87;0.42;0;19.799788;18.506344;6.9395843;6.6574917;12.712038;11.853745
0.88;0.42;0;19.882452;18.583208;6.8208618;6.546814;12.618969;11.767136
0.89;0.42;0;19.965115;18.660072;6.7021389;6.4361362;12.5259;11.680527
0.9;0.42;0;20.047779;18.736937;6.5834169;6.3254585;12.432832;11.593918
0.91;0.42;0;20.130444;18.813801;6.464694;6.2147808;12.339762;11.507309
0.92;0.42;0;20.213106;18.890667;6.3459711;6.1041031;12.246694;11.4207
0.93;0.42;0;20.295771;18.967531;6.2272491;5.9934254;12.153625;11.334091
0.94;0.42;0;20.378433;19.044395;6.1085262;5.8827477;12.060556;11.247482
0.95;0.42;0;20.461098;19.12126;5.9898043;5.7720699;11.967487;11.160873
0.96;0.42;0;20.54376;19.198126;5.8710814;5.6613927;11.874418;11.074265
0.97;0.42;0;20.626425;19.27499;5.752358;5.5507145;11.781349;10.987655
0.98;0.42;0;20.709087;19.351854;5.6336355;5.4400368;11.68828;10.901047
0.99;0.42;0;20.791752;19.428719;5.5149131;5.3293591;11.595212;10.814438
1;0.42;0;20.874416;19.505585;5.3961906;5.2186813;11.502142;10.727829
1.01;0.42;0;20.957079;19.582449;5.2774682;5.1080041;11.409073;10.64122
1.02;0.42;0;21.039742;19.659313;5.1587458;4.9973264;11.316005;10.554611
1.03;0.42;0;21.122406;19.736177;5.0400233;4.8866487;11.222936;10.468003
1.04;0.42;0;21.20507;19.813042;4.9213009;4.7759709;11.129868;10.381393
1.05;0.42;0;21.287733;19.889906;4.802578;4.6652937;11.036798;10.294785
1.06;0.42;0;21.370396;19.96677;4.6838555;4.554616;10.943729;10.208176
1.07;0.42;0;21.453062;20.043636;4.5651317;4.4439368;10.850659;10.121566
1.08;0.42;0;21.535725;20.120501;4.4464092;4.3332591;10.757591;10.034958
1.09;0.42;0;21.618389;20.197367;4.3276868;4.2225814;10.664522;9.948349
1.1;0.42;0;21.701052;20.274231;4.2089639;4.1119037;10.571453;9.8617401
-1.1;0.43;0;-10.510323;-9.741003;6.6407766;6.4058189;20.875158;19.483015
-1.09;0.43;0;-10.332385;-9.5748997;6.6467371;6.411551;21.285387;19.868656
-1.08;0.43;0;-10.154448;-9.4087973;6.6526971;6.4172826;21.695616;20.254297
-1.07;0.43;0;-9.97651;-9.2426939;6.6586571;6.4230142;22.105846;20.639938
-1.06;0.43;0;-9.7985697;-9.0765886;6.6646175;6.4287462;22.516081;21.025583
-1.05;0.43;0;-9.6206322;-8.9104853;6.6705775;6.4344778;22.92631;21.411224
-1.04;0.43;0;-9.4426947;-8.7443819;6.6765375;6.4402099;23.33654;21.796864
-1.03;0.43;0;-9.2647562;-8.5782785;6.682498;6.4459414;23.746769;22.182505
-1.02;0.43;0;-9.0868187;-8.4121761;6.688458;6.4516735;24.156998;22.568146
-1.01;0.43;0;-8.9088812;-8.2460728;6.6944184;6.4574051;24.567228;22.953785
-1;0.43;0;-8.7309437;-8.0799694;6.7003784;6.4631367;24.977459;23.339426
-0.99;0.43;0;-8.5530062;-7.913866;6.7063384;6.4688683;25.387688;23.725067
-0.98;0.43;0;-8.3750687;-7.7477632;6.7122989;6.4746003;25.797916;24.110708
-0.97;0.43;0;-8.1971302;-7.5816598;6.7182589;6.4803319;26.208147;24.496349
-0.96;0.43;0;-8.0191917;-7.415556;6.7242193;6.486064;26.618378;24.881992
-0.95;0.43;0;-7.8412542;-7.2494526;6.7301793;6.4917955;27.028608;25.267633
-0.94;0.43;0;-7.6633167;-7.0833492;6.7361393;6.4975271;27.438839;25.653275
-0.93;0.43;0;-7.4853783;-6.9172463;6.7420998;6.5032592;27.849068;26.038914
-0.92;0.43;0;-7.3074408;-6.751143;6.7480597;6.5089908;28.259296;26.424555
-0.91;0.43;0;-7.1295042;-6.5850396;6.7540197;6.5147228;28.669527;26.810196
-0.9;0.43;0;-6.9515648;-6.4189358;6.7599802;6.5204549;29.079758;27.195837
-0.89;0.43;0;-6.7736273;-6.2528324;6.7659407;6.5261869;29.489986;27.581478
-0.88;0.43;0;-6.5956898;-6.08673;6.7719007;6.5319185;29.900219;27.967117
-0.87;0.43;0;-6.4177523;-5.9206266;6.7778611;6.5376501;30.310448;28.35276
-0.86;0.43;0;-6.2398148;-5.7545233;6.7838211;6.5433817;30.720676;28.7384
-0.85;0.43;0;-6.0618763;-5.5884199;6.7897811;6.5491138;31.130905;29.124041
-0.84;0.43;0;-5.8839378;-5.4223156;6.7957411;6.5548449;31.541138;29.509686
-0.83;0.43;0;-5.7060003;-5.2562132;6.8017011;6.5605769;31.95137;29.895325
-0.82;0.43;0;-5.5280628;-5.0901098;6.8076611;6.5663085;32.361599;30.280968
-0.81;0.43;0;-5.3501253;-4.9240065;6.8136215;6.5720406;32.771828;30.666607
-0.8;0.43;0;-5.1721878;-4.7579036;6.8195815;6.5777721;33.182056;31.052246
-0.79;0.43;0;-4.9942498;-4.5918002;6.8255415;6.5835037;33.592285;31.437889
-0.78;0.43;0;-4.8163114;-4.4256959;6.831502;6.5892358;34.002518;31.823532
-0.77;0.43;0;-4.6383734;-4.2595925;6.8374619;6.5949674;34.41275;32.209171
-0.76;0.43;0;-4.4604359;-4.0934896;6.8434224;6.6006994;34.822979;32.594814
-0.75;0.43;0;-4.2824984;-3.9273863;6.8493824;6.606431;35.233208;32.980453
-0.74;0.43;0;-4.1045604;-3.7612834;6.8553429;6.6121626;35.64344;33.366093
-0.73;0.43;0;-3.9266229;-3.59518;6.8613029;6.6178946;36.053669;33.751736
-0.72;0.43;0;-3.7486854;-3.4290769;6.8672628;6.6236262;36.463898;34.137375
-0.71;0.43;0;-3.5707464;-3.2629728;6.8732233;6.6293583;36.874126;34.523018
-0.7;0.43;0;-3.3928089;-3.0968697;6.8791838;6.6350904;37.284359;34.908657
-0.69;0.43;0;-3.2148712;-2.9307668;6.8851438;6.6408219;37.694588;35.2943
-0.68;0.43;0;-3.0369334;-2.7646635;6.8911037;6.646554;38.104816;35.679939
-0.67;0.43;0;-2.8589962;-2.5985603;6.8970642;6.6522856;38.515045;36.065582
-0.66;0.43;0;-2.6810584;-2.4324572;6.9030242;6.6580172;38.925274;36.451221
-0.65;0.43;0;-2.5031197;-2.2663531;6.9089842;6.6637487;39.335506;36.836864
-0.64;0.43;0;-2.325182;-2.1002498;6.9149442;6.6694803;39.745735;37.222504
-0.63;0.43;0;-2.1472445;-1.9341468;6.9209042;6.6752119;40.155968;37.608147
-0.62;0.43;0;-1.9693067;-1.7680436;6.9268646;6.680944;40.566196;37.993786
-0.61;0.43;0;-1.791369;-1.6019405;6.9328246;6.6866755;40.976425;38.379425
-0.6;0.43;0;-1.6134315;-1.4358371;6.9387846;6.6924076;41.386658;38.765068
-0.59;0.43;0;-1.4354928;-1.2697328;6.9447451;6.6981392;41.79689;39.150711
-0.58;0.43;0;-1.257555;-1.1036298;6.9507051;6.7038708;42.207115;39.53635
-0.57;0.43;0;-1.0796173;-0.9375267;6.956665;6.7096028;42.617348;39.921993
-0.56;0.43;0;-0.90167975;-0.77142346;6.9626255;6.7153344;43.027576;40.307632
-0.55;0.43;0;-0.72374213;-0.60532033;6.9685855;6.7210665;43.437805;40.693275
-0.54;0.43;0;-0.54580438;-0.43921733;6.974546;6.7267981;43.848038;41.078915
-0.53;0.43;0;-0.36786568;-0.27311301;6.9805059;6.7325296;44.258266;41.464558
-0.52;0.43;0;-0.18992817;-0.10701001;6.9864664;6.7382617;44.668499;41.850201
-0.51;0.43;0;-0.011990309;0.059093356;6.9924264;6.7439933;45.078728;42.23584
-0.5;0.43;0;0.1659472;0.22519648;6.9983864;6.7497253;45.488956;42.621479
-0.49;0.43;0;0.34388471;0.39129961;7.0043468;6.7554569;45.899189;43.007118
-0.48;0.43;0;0.52182293;0.55740309;7.0103073;6.761189;46.309414;43.392761
-0.47;0.43;0;0.69976068;0.72350621;7.0162673;6.766921;46.719646;43.7784
-0.46;0.43;0;0.87769818;0.88960934;7.0222273;6.7726526;47.129875;44.164043
-0.45;0.43;0;1.0556364;1.0557131;7.0281873;6.7783842;47.540108;44.549686
-0.44;0.43;0;1.2335742;1.2218164;7.0341473;6.7841158;47.950336;44.935326
-0.43;0.43;0;1.4115119;1.3879195;7.0401077;6.7898474;48.360565;45.320969
-0.42;0.43;0;1.5015031;1.4716384;7.1158447;6.8607335;48.419598;45.375984
-0.41;0.43;0;1.5914943;1.5553572;7.1915817;6.9316201;48.478634;45.431
-0.4;0.43;0;1.6814854;1.639076;7.2673187;7.0025063;48.537666;45.486015
-0.39;0.43;0;1.7714769;1.722795;7.3430557;7.0733929;48.596699;45.541035
-0.38;0.43;0;1.861468;1.8065139;7.4187927;7.144279;48.655731;45.596046
-0.37;0.43;0;1.9514592;1.8902327;7.4945297;7.2151656;48.714767;45.651066
-0.36;0.43;0;2.0414503;1.9739515;7.5702662;7.2860518;48.7738;45.706078
-0.35;0.43;0;2.1314416;2.0576706;7.6460037;7.3569384;48.832832;45.761097
-0.34;0.43;0;2.2214329;2.1413894;7.7217407;7.4278245;48.891869;45.816113
-0.33;0.43;0;2.311424;2.2251081;7.7974777;7.4987106;48.950901;45.871128
-0.32;0.43;0;2.4014153;2.3088272;7.8732147;7.5695972;49.009937;45.926144
-0.31;0.43;0;2.4914064;2.3925462;7.9489517;7.6404839;49.06897;45.981163
-0.3;0.43;0;2.5813975;2.476265;8.0246887;7.7113705;49.128002;46.036175
-0.29;0.43;0;2.6713891;2.559984;8.1004257;7.7822571;49.187035;46.091194
-0.28;0.43;0;2.7613802;2.6437027;8.1761627;7.8531432;49.246071;46.14621
-0.27;0.43;0;2.8513713;2.7274215;8.2518997;7.9240294;49.305103;46.201225
-0.26;0.43;0;2.9413629;2.8111408;8.3276367;7.9949164;49.36414;46.256241
-0.25;0.43;0;3.031354;2.8948593;8.4033737;8.0658026;49.423168;46.311256
-0.24;0.43;0;3.1213453;2.9785786;8.4791107;8.1366882;49.482204;46.366272
-0.23;0.43;0;3.2113366;3.0622973;8.5548477;8.2075748;49.541237;46.421291
-0.22;0.43;0;3.3013277;3.1460164;8.6305847;8.2784615;49.600273;46.476303
-0.21;0.43;0;3.3913188;3.2297349;8.7063217;8.3493481;49.659306;46.531322
-0.2;0.43;0;3.4813101;3.3134537;8.7820587;8.4202347;49.718338;46.586338
-0.19;0.43;0;3.5713012;3.3971729;8.8577957;8.4911213;49.77737;46.641354
-0.18;0.43;0;3.6612926;3.4808917;8.9335327;8.562007;49.836407;46.696369
-0.17;0.43;0;3.7512839;3.5646105;9.0092697;8.6328936;49.895439;46.751389
-0.16;0.43;0;3.841275;3.6483295;9.0850067;8.7037792;49.954475;46.8064
-0.15;0.43;0;3.9312663;3.7320483;9.1607437;8.7746668;50.013504;46.86142
-0.14;0.43;0;4.0212574;3.8157673;9.2364807;8.8455524;50.07254;46.916431
-0.13;0.43;0;4.1112485;3.8994861;9.3122177;8.9164391;50.131573;46.971451
-0.12;0.43;0;4.2012401;3.9832051;9.3879547;8.9873257;50.190609;47.026466
-0.11;0.43;0;4.2912312;4.0669241;9.4636917;9.0582123;50.249641;47.081482
-0.1;0.43;0;4.3812222;4.1506429;9.5394287;9.1290989;50.308674;47.136497
-0.09;0.43;0;4.4712133;4.2343616;9.6151657;9.1999846;50.367706;47.191513
-0.08;0.43;0;4.5612049;4.3180809;9.6909037;9.2708712;50.426743;47.246529
-0.07;0.43;0;4.651196;4.4017992;9.7666397;9.3417568;50.485775;47.301548
-0.06;0.43;0;4.7411871;4.4855185;9.8423767;9.4126434;50.544807;47.35656
-0.05;0.43;0;4.8311787;4.5692372;9.9181137;9.48353;50.60384;47.411579
-0.04;0.43;0;4.9211698;4.652956;9.9938517;9.5544167;50.662876;47.466595
-0.03;0.43;0;5.0111609;4.7366753;10.069589;9.6253023;50.721909;47.52161
-0.02;0.43;0;5.1011524;4.8203936;10.145326;9.6961899;50.780945;47.576626
-0.01;0.43;0;5.1911435;4.9041128;10.221062;9.7670755;50.839977;47.631645
0;0.43;0;5.2811346;4.9878316;10.296799;9.8379622;50.89901;47.686657
0.01;0.43;0;5.4714251;5.1650381;10.28356;9.8248615;50.355675;47.176605
0.02;0.43;0;5.6617155;5.3422446;10.27032;9.8117619;49.812336;46.666557
0.03;0.43;0;5.8520074;5.5194526;10.257081;9.7986622;49.268997;46.156502
0.04;0.43;0;6.0422983;5.6966586;10.243841;9.7855616;48.725658;45.64645
0.05;0.43;0;6.2325888;5.8738651;10.230602;9.7724619;48.18232;45.136398
0.06;0.43;0;6.4228792;6.0510716;10.217363;9.7593622;47.638985;44.62635
0.07;0.43;0;6.6131701;6.2282782;10.204123;9.7462616;47.095646;44.116299
0.08;0.43;0;6.8034601;6.4054842;10.190886;9.7331619;46.552311;43.606251
0.09;0.43;0;6.9937525;6.5826921;10.177646;9.7200623;46.008968;43.096199
0.1;0.43;0;7.1840429;6.7598982;10.164407;9.7069626;45.46563;42.586147
0.11;0.43;0;7.3743334;6.9371042;10.151168;9.693862;44.922295;42.076096
0.12;0.43;0;7.5646238;7.1143112;10.137928;9.6807623;44.378956;41.566044
0.13;0.43;0;7.7549148;7.2915173;10.124689;9.6676626;43.835617;41.055996
0.14;0.43;0;7.9452057;7.4687238;10.11145;9.654562;43.292282;40.545944
0.15;0.43;0;8.1354961;7.6459308;10.09821;9.6414623;42.748943;40.035892
0.16;0.43;0;8.3257875;7.8231373;10.084971;9.6283627;42.205605;39.525841
0.17;0.43;0;8.516078;8.0003433;10.071732;9.615262;41.662266;39.015793
0.18;0.43;0;8.7063694;8.1775513;10.058493;9.6021624;41.118927;38.505741
0.19;0.43;0;8.8966599;8.3547573;10.045254;9.5890627;40.575592;37.995689
0.2;0.43;0;9.0869503;8.5319633;10.032014;9.5759621;40.032249;37.485641
0.21;0.43;0;9.2772408;8.7091703;10.018775;9.5628624;39.488914;36.97559
0.22;0.43;0;9.4675312;8.8863773;10.005535;9.5497627;38.945576;36.465538
0.23;0.43;0;9.6578226;9.0635834;9.9922962;9.5366631;38.402237;35.955486
0.24;0.43;0;9.848114;9.2407904;9.9790573;9.5235624;37.858898;35.445438
0.25;0.43;0;10.038404;9.4179974;9.9658175;9.5104628;37.315559;34.935387
0.26;0.43;0;10.228695;9.5952034;9.9525785;9.4973631;36.772224;34.425335
0.27;0.43;0;10.418985;9.7724094;9.9393396;9.4842625;36.228886;33.915287
0.28;0.43;0;10.609276;9.9496164;9.9260998;9.4711628;35.685547;33.405235
0.29;0.43;0;10.799566;10.126823;9.9128609;9.4580631;35.142212;32.895184
0.3;0.43;0;10.989859;10.304029;9.899621;9.4449635;34.598873;32.385132
0.31;0.43;0;11.180148;10.481236;9.8863821;9.4318638;34.055538;31.875082
0.32;0.43;0;11.37044;10.658442;9.8731432;9.4187641;33.512199;31.365032
0.33;0.43;0;11.56073;10.835649;9.8599033;9.4056635;32.968861;30.85498
0.34;0.43;0;11.75102;11.012856;9.8466644;9.3925638;32.425522;30.344931
0.35;0.43;0;11.941312;11.190063;9.8334246;9.3794641;31.882185;29.834881
0.36;0.43;0;12.131602;11.36727;9.8201857;9.3663645;31.338844;29.324825
0.37;0.43;0;12.321894;11.544476;9.8069468;9.3532639;30.795507;28.814775
0.38;0.43;0;12.512184;11.721683;9.7937069;9.3401642;30.252171;28.304728
0.39;0.43;0;12.702475;11.898889;9.780468;9.3270645;29.708834;27.794678
0.4;0.43;0;12.892765;12.076096;9.7672291;9.3139639;29.165493;27.284622
0.41;0.43;0;13.083055;12.253302;9.7539892;9.3008642;28.622156;26.774572
0.42;0.43;0;13.273347;12.430509;9.7407503;9.2877645;28.078819;26.264523
0.43;0.43;0;13.463638;12.607716;9.7275105;9.2746639;27.53548;25.754471
0.44;0.43;0;13.653929;12.784922;9.7142715;9.2615643;26.992142;25.244421
0.45;0.43;0;13.844219;12.962128;9.7010326;9.2484646;26.448803;24.734369
0.46;0.43;0;14.034511;13.139336;9.6877928;9.235364;25.905464;24.224319
0.47;0.43;0;14.224801;13.316542;9.6745548;9.2222643;25.362129;23.714268
0.48;0.43;0;14.415092;13.493749;9.661315;9.2091646;24.81879;23.204218
0.49;0.43;0;14.605382;13.670955;9.6480761;9.1960649;24.275452;22.694166
0.5;0.43;0;14.795672;13.848161;9.6348372;9.1829643;23.732113;22.184116
0.51;0.43;0;14.985964;14.025367;9.6215973;9.1698647;23.188776;21.674067
0.52;0.43;0;15.176254;14.202574;9.6083584;9.156765;22.645439;21.164017
0.53;0.43;0;15.366545;14.37978;9.5951195;9.1436644;22.102102;20.653965
0.54;0.43;0;15.556836;14.556988;9.5818796;9.1305647;21.55876;20.143911
0.55;0.43;0;15.747128;14.734194;9.5686407;9.117465;21.015423;19.633862
0.56;0.43;0;15.937418;14.911401;9.5554008;9.1043644;20.472086;19.123812
0.57;0.43;0;16.127708;15.088607;9.5421619;9.0912647;19.928749;18.613762
0.58;0.43;0;16.317999;15.265814;9.528923;9.0781651;19.38541;18.10371
0.59;0.43;0;16.508289;15.44302;9.5156832;9.0650654;18.842072;17.59366
0.6;0.43;0;16.698582;15.620228;9.5024443;9.0519648;18.298733;17.083609
0.61;0.43;0;16.888872;15.797434;9.4892044;9.0388651;17.755396;16.573557
0.62;0.43;0;17.079163;15.97464;9.4759655;9.0257654;17.212059;16.063507
0.63;0.43;0;17.269453;16.151848;9.4627266;9.0126648;16.66872;15.553457
0.64;0.43;0;17.459743;16.329054;9.4494867;8.9995651;16.125383;15.043406
0.65;0.43;0;17.650034;16.50626;9.4362478;8.9864655;15.582047;14.533356
0.66;0.43;0;17.840326;16.683468;9.423008;8.9733648;15.038705;14.023302
0.67;0.43;0;18.030617;16.860674;9.4097691;8.9602652;14.495367;13.513252
0.68;0.43;0;18.113279;16.937538;9.2910461;8.8495874;14.402298;13.426643
0.69;0.43;0;18.195944;17.014402;9.1723242;8.7389107;14.30923;13.340034
0.7;0.43;0;18.278606;17.091267;9.0536013;8.628233;14.216161;13.253426
0.71;0.43;0;18.361271;17.168133;8.9348793;8.5175552;14.123092;13.166817
0.72;0.43;0;18.443935;17.244997;8.8161564;8.4068766;14.030023;13.080208
0.73;0.43;0;18.526598;17.321861;8.6974335;8.2961988;13.936954;12.993599
0.74;0.43;0;18.609264;17.398726;8.5787106;8.1855211;13.843885;12.90699
0.75;0.43;0;18.691925;17.47559;8.4599886;8.0748444;13.750816;12.820382
0.76;0.43;0;18.774591;17.552456;8.3412657;7.9641666;13.657748;12.733772
0.77;0.43;0;18.857254;17.62932;8.2225437;7.8534889;13.564679;12.647164
0.78;0.43;0;18.939919;17.706184;8.1038208;7.7428112;13.471609;12.560555
0.79;0.43;0;19.022583;17.783049;7.9850974;7.6321325;13.37854;12.473946
0.8;0.43;0;19.105246;17.859915;7.8663754;7.5214553;13.285471;12.387337
0.81;0.43;0;19.18791;17.936779;7.747653;7.4107771;13.192404;12.300728
0.82;0.43;0;19.270573;18.013641;7.6289301;7.3000998;13.099335;12.214119
0.83;0.43;0;19.353237;18.090506;7.5102081;7.1894226;13.006266;12.127511
0.84;0.43;0;19.4359;18.167372;7.3914857;7.0787449;12.913198;12.040901
0.85;0.43;0;19.518564;18.244238;7.2727623;6.9680667;12.820127;11.954292
0.86;0.43;0;19.601227;18.3211;7.1540394;6.857389;12.727058;11.867684
0.87;0.43;0;19.683891;18.397964;7.0353174;6.7467117;12.633989;11.781075
0.88;0.43;0;19.766556;18.474831;6.9165945;6.636034;12.540922;11.694467
0.89;0.43;0;19.849218;18.551695;6.7978725;6.5253563;12.447853;11.607858
0.9;0.43;0;19.931881;18.628559;6.6791496;6.4146786;12.354783;11.521249
0.91;0.43;0;20.014545;18.705423;6.5604267;6.3040009;12.261715;11.43464
0.92;0.43;0;20.09721;18.78229;6.4417038;6.1933231;12.168646;11.348031
0.93;0.43;0;20.179873;18.859154;6.3229818;6.0826454;12.075577;11.261422
0.94;0.43;0;20.262537;18.936018;6.2042589;5.9719677;11.982508;11.174813
0.95;0.43;0;20.3452;19.012882;6.085537;5.86129;11.889439;11.088205
0.96;0.43;0;20.427864;19.089746;5.966814;5.7506123;11.796371;11.001595
0.97;0.43;0;20.510529;19.166613;5.8480911;5.6399345;11.703301;10.914987
0.98;0.43;0;20.593191;19.243477;5.7293682;5.5292568;11.610232;10.828378
0.99;0.43;0;20.675856;19.320339;5.6106462;5.4185791;11.517163;10.741769
1;0.43;0;20.758518;19.397205;5.4919233;5.3079014;11.424095;10.655161
1.01;0.43;0;20.841183;19.47407;5.3732009;5.1972237;11.331026;10.568551
1.02;0.43;0;20.923845;19.550934;5.2544785;5.0865459;11.237957;10.481943
1.03;0.43;0;21.00651;19.627798;5.135756;4.9758687;11.144889;10.395333
1.04;0.43;0;21.089172;19.704664;5.0170336;4.865191;11.05182;10.308725
1.05;0.43;0;21.171837;19.781528;4.8983107;4.7545133;10.958751;10.222116
1.06;0.43;0;21.254499;19.858393;4.7795887;4.6438355;10.865683;10.135508
1.07;0.43;0;21.337164;19.935257;4.6608648;4.5331569;10.772613;10.048898
1.08;0.43;0;21.419828;20.012121;4.5421429;4.4224796;10.679543;9.9622889
1.09;0.43;0;21.502491;20.088987;4.42342;4.3118014;10.586474;9.87568
1.1;0.43;0;21.585155;20.165852;4.3046975;4.2011242;10.493406;9.789072
-1.1;0.44;0;-10.430647;-9.6666555;6.7722168;6.5274625;20.698038;19.31753
